115,5,0,6,1
59,2,0,8,1
118,3,0,11,1
119,3,0,11,1
117,3,0,11,1
119,3,0,11,1
99,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
104,4,0,8,1
109,4,0,8,1
108,4,0,8,1
113,4,0,8,1
74,3,0,8,1
168,3,0,11,1
97,1,0,9,1
69,2,0,8,1
84,4,0,7,1
42,1,0,6,1
118,3,0,10,1
118,3,0,10,1
129,1,0,6,1
111,4,0,6,1
78,2,1,6,1
60,3,0,4,1
100,3,0,3,1
47,1,0,4,1
83,3,0,8,1
71,1,0,9,1
133,4,0,10,1
127,4,0,10,1
119,4,0,13,1
114,4,0,13,1
54,3,0,4,1
127,2,0,12,1
130,2,0,12,1
115,5,0,6,1
59,2,0,8,1
118,3,0,11,1
119,3,0,11,1
117,3,0,11,1
119,3,0,11,1
99,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
104,4,0,8,1
109,4,0,8,1
108,4,0,8,1
113,4,0,8,1
74,3,0,8,1
168,3,0,11,1
97,1,0,9,1
69,2,0,8,1
84,4,0,7,1
42,1,0,6,1
118,3,0,10,1
118,3,0,10,1
129,1,0,6,1
111,4,0,6,1
78,2,1,6,1
60,3,0,4,1
100,3,0,3,1
47,1,0,4,1
79,4,0,15,1
51,1,0,5,1
123,1,0,6,1
109,4,0,12,1
54,3,0,4,1
127,2,0,12,1
130,2,0,12,1
59,2,0,8,1
118,3,0,11,1
119,3,0,11,1
117,3,0,11,1
119,3,0,11,1
99,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
104,4,0,8,1
109,4,0,8,1
108,4,0,8,1
113,4,0,8,1
74,3,0,8,1
69,2,0,8,1
118,3,0,10,1
118,3,0,10,1
129,1,0,6,1
60,3,0,4,1
100,3,0,3,1
153,0,0,8,1
81,3,0,8,1
69,1,0,9,1
131,4,0,10,1
125,4,0,10,1
117,4,0,13,1
122,3,0,9,1
112,4,0,13,1
52,3,0,4,1
114,3,0,5,1
125,2,0,12,1
128,2,0,12,1
113,5,0,6,1
57,2,0,8,1
116,3,0,11,1
117,3,0,11,1
115,3,0,11,1
117,3,0,11,1
79,4,0,5,1
119,3,0,3,1
97,4,0,8,1
104,4,0,8,1
109,4,0,8,1
103,4,0,8,1
108,4,0,8,1
102,4,0,8,1
107,4,0,8,1
106,4,0,8,1
111,4,0,8,1
72,3,0,8,1
168,1,0,16,1
160,1,0,16,1
171,1,0,16,1
163,1,0,16,1
167,1,0,16,1
159,1,0,16,1
168,1,0,16,1
160,1,0,16,1
176,1,0,16,1
168,1,0,16,1
168,1,0,16,1
160,1,0,16,1
88,4,0,6,1
166,3,0,11,1
116,1,0,12,1
120,1,0,10,1
109,1,0,11,1
127,3,0,3,1
70,1,0,7,1
95,1,0,9,1
67,2,0,8,1
82,4,0,7,1
127,3,0,3,1
256,7,0,17,1
216,5,1,17,1
40,1,0,6,1
116,3,0,10,1
116,3,0,10,1
120,4,0,10,1
127,1,0,6,1
94,4,0,7,1
109,4,0,6,1
76,2,1,6,1
58,3,0,4,1
98,3,0,3,1
49,1,0,4,1
157,0,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
99,1,0,9,1
71,2,0,8,1
86,4,0,7,1
131,3,0,3,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
131,1,0,6,1
113,4,0,6,1
80,2,1,6,1
62,3,0,4,1
102,3,0,3,1
28,2,0,2,1
17,1,0,2,1
17,1,0,2,1
53,2,0,4,1
47,3,0,3,1
47,1,0,4,1
54,3,0,4,1
127,2,0,12,1
130,2,0,12,1
84,4,0,7,1
103,1,0,9,1
118,3,0,10,1
118,3,0,10,1
129,1,0,6,1
100,3,0,3,1
25,1,0,3,1
31,1,0,3,1
35,1,0,3,1
81,3,0,5,1
47,2,0,4,1
59,4,0,4,1
21,1,0,4,1
20,1,0,4,1
21,1,0,4,1
21,1,0,2,1
59,1,0,10,1
59,1,0,8,1
59,1,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
67,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
69,3,0,8,1
70,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
67,3,0,8,1
66,3,0,8,1
41,2,0,4,1
77,3,0,6,1
41,3,0,5,1
40,2,0,3,1
44,3,0,4,1
65,3,0,5,1
87,3,0,7,1
56,4,0,4,1
51,3,0,3,1
73,4,0,4,1
47,1,0,4,1
155,0,0,8,1
83,3,0,8,1
71,1,0,9,1
133,4,0,10,1
127,4,0,10,1
98,1,0,10,1
119,4,0,13,1
124,3,0,9,1
114,4,0,13,1
54,3,0,4,1
116,3,0,5,1
127,2,0,12,1
130,2,0,12,1
115,5,0,6,1
59,2,0,8,1
118,3,0,11,1
119,3,0,11,1
117,3,0,11,1
119,3,0,11,1
121,3,0,3,1
99,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
104,4,0,8,1
109,4,0,8,1
108,4,0,8,1
113,4,0,8,1
74,3,0,8,1
170,1,0,16,1
162,1,0,16,1
173,1,0,16,1
165,1,0,16,1
169,1,0,16,1
161,1,0,16,1
170,1,0,16,1
162,1,0,16,1
178,1,0,16,1
170,1,0,16,1
170,1,0,16,1
162,1,0,16,1
90,4,0,6,1
168,3,0,11,1
118,1,0,12,1
122,1,0,10,1
111,1,0,11,1
129,3,0,3,1
97,1,0,9,1
69,2,0,8,1
84,4,0,7,1
129,3,0,3,1
42,1,0,6,1
118,3,0,10,1
118,3,0,10,1
122,4,0,10,1
129,1,0,6,1
111,4,0,6,1
78,2,1,6,1
60,3,0,4,1
100,3,0,3,1
47,2,0,4,1
49,1,0,4,1
157,0,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
99,1,0,9,1
71,2,0,8,1
86,4,0,7,1
131,3,0,3,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
131,1,0,6,1
113,4,0,6,1
80,2,1,6,1
62,3,0,4,1
102,3,0,3,1
17,1,0,4,1
17,1,0,2,1
13,1,0,2,1
15,1,0,4,1
53,3,0,4,1
49,1,0,4,1
66,1,0,7,1
66,1,0,8,1
157,0,0,8,1
63,1,0,8,1
71,1,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
69,1,0,8,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
76,2,0,3,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
83,4,0,5,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
110,1,0,9,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
109,4,0,9,1
123,4,0,6,1
68,2,0,6,1
74,1,0,7,1
99,3,0,7,1
65,1,0,8,1
99,1,0,9,1
71,2,0,8,1
92,2,1,9,1
86,4,0,7,1
105,1,0,9,1
131,3,0,3,1
79,3,0,5,1
260,7,0,17,1
220,5,1,17,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
98,4,0,7,1
113,4,0,6,1
80,2,1,6,1
83,1,0,10,1
169,3,0,12,1
62,3,0,4,1
102,3,0,3,1
86,3,0,8,1
38,2,0,2,1
24,2,0,2,1
2311,25,0,98,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
6127,30,0,163,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
67,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
69,3,0,8,1
70,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
67,3,0,8,1
66,3,0,8,1
197,1,0,8,1
54,1,0,10,1
54,1,0,8,1
54,1,0,8,1
178,1,0,8,1
54,1,0,10,1
53,1,0,3,1
54,1,0,8,1
54,1,0,8,1
73,4,0,16,1
45,1,0,6,1
117,1,0,7,1
103,4,0,13,1
70,4,0,15,1
42,1,0,5,1
114,1,0,6,1
100,4,0,12,1
75,4,0,16,1
79,4,0,17,1
51,1,0,7,1
123,1,0,8,1
109,4,0,14,1
82,4,0,17,1
54,1,0,7,1
126,1,0,8,1
112,4,0,14,1
78,4,0,17,1
50,1,0,7,1
122,1,0,8,1
108,4,0,14,1
47,1,0,6,1
119,1,0,7,1
105,4,0,13,1
54,1,0,10,1
54,1,0,8,1
54,1,0,8,1
54,1,0,10,1
54,1,0,8,1
54,1,0,8,1
1782,12,1,29,1
54,1,0,10,1
54,1,0,8,1
54,1,0,8,1
51,1,0,5,1
87,3,0,9,1
75,1,0,10,1
137,4,0,11,1
131,4,0,11,1
123,4,0,14,1
118,4,0,14,1
58,3,0,5,1
133,1,0,7,1
64,3,0,5,1
104,3,0,4,1
48,1,0,4,1
84,3,0,8,1
72,1,0,9,1
134,4,0,10,1
128,4,0,10,1
120,4,0,13,1
115,4,0,13,1
55,3,0,4,1
128,2,0,12,1
131,2,0,12,1
116,5,0,6,1
60,2,0,8,1
119,3,0,11,1
120,3,0,11,1
118,3,0,11,1
120,3,0,11,1
100,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
109,4,0,8,1
114,4,0,8,1
75,3,0,8,1
171,1,0,16,1
163,1,0,16,1
174,1,0,16,1
166,1,0,16,1
170,1,0,16,1
162,1,0,16,1
171,1,0,16,1
163,1,0,16,1
179,1,0,16,1
171,1,0,16,1
171,1,0,16,1
163,1,0,16,1
91,4,0,6,1
169,3,0,11,1
119,1,0,12,1
123,1,0,10,1
112,1,0,11,1
98,1,0,9,1
70,2,0,8,1
85,4,0,7,1
43,1,0,6,1
119,3,0,10,1
119,3,0,10,1
130,1,0,6,1
112,4,0,6,1
79,2,1,6,1
61,3,0,4,1
101,3,0,3,1
49,1,0,4,1
157,0,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
99,1,0,9,1
71,2,0,8,1
86,4,0,7,1
131,3,0,3,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
131,1,0,6,1
113,4,0,6,1
80,2,1,6,1
62,3,0,4,1
102,3,0,3,1
17,1,0,2,1
53,2,0,4,1
47,3,0,3,1
25,1,0,3,1
31,1,0,3,1
35,1,0,3,1
47,1,0,4,1
81,3,0,5,1
47,2,0,4,1
59,4,0,4,1
21,1,0,4,1
20,1,0,4,1
21,1,0,4,1
21,1,0,2,1
64,1,0,7,1
155,0,0,8,1
83,3,0,8,1
71,1,0,9,1
133,4,0,10,1
127,4,0,10,1
98,1,0,10,1
119,4,0,13,1
124,3,0,9,1
114,4,0,13,1
54,3,0,4,1
116,3,0,5,1
127,2,0,12,1
130,2,0,12,1
115,5,0,6,1
59,2,0,8,1
49,1,0,5,1
56,3,0,5,1
118,3,0,11,1
119,3,0,11,1
117,3,0,11,1
119,3,0,11,1
56,1,0,6,1
62,1,0,7,1
69,3,0,7,1
115,3,0,6,1
63,3,0,6,1
109,3,0,5,1
102,3,0,4,1
121,3,0,3,1
52,1,0,4,1
113,1,1,9,1
113,1,1,9,1
113,1,1,9,1
113,1,1,9,1
59,3,0,4,1
65,3,0,4,1
67,1,1,9,1
63,1,0,5,1
74,3,1,9,1
70,3,0,5,1
155,3,1,12,1
156,1,1,13,1
155,1,1,13,1
158,1,1,13,1
176,3,1,13,1
181,3,1,11,1
167,2,1,14,1
149,2,1,12,1
165,2,1,12,1
170,3,1,13,1
154,2,1,14,1
159,4,1,12,1
157,2,1,13,1
199,0,1,14,1
289,4,1,20,1
167,3,1,13,1
167,3,1,15,1
154,3,1,12,1
129,1,1,11,1
76,3,0,5,1
120,3,1,8,1
116,3,0,4,1
105,3,0,3,1
99,4,0,8,1
106,4,0,8,1
111,4,0,8,1
105,4,0,8,1
110,4,0,8,1
104,4,0,8,1
109,4,0,8,1
108,4,0,8,1
113,4,0,8,1
74,3,0,8,1
170,1,0,16,1
162,1,0,16,1
173,1,0,16,1
165,1,0,16,1
169,1,0,16,1
161,1,0,16,1
170,1,0,16,1
162,1,0,16,1
178,1,0,16,1
170,1,0,16,1
170,1,0,16,1
162,1,0,16,1
90,4,0,6,1
168,3,0,11,1
118,1,0,12,1
122,1,0,10,1
111,1,0,11,1
129,3,0,3,1
66,2,0,6,1
97,1,0,9,1
43,1,0,3,1
77,1,0,5,1
84,3,0,5,1
84,1,0,6,1
91,3,0,6,1
87,1,0,7,1
103,1,0,9,1
102,1,0,8,1
110,3,0,9,1
109,3,0,8,1
156,3,0,8,1
155,3,0,7,1
94,3,0,7,1
140,3,0,6,1
137,3,0,5,1
90,3,0,5,1
130,3,0,4,1
69,2,0,8,1
84,4,0,7,1
129,3,0,3,1
42,1,0,6,1
118,3,0,10,1
118,3,0,10,1
122,4,0,10,1
129,1,0,6,1
111,4,0,6,1
78,2,1,6,1
81,1,0,10,1
60,3,0,4,1
100,3,0,3,1
41,2,0,4,1
77,3,0,6,1
41,3,0,5,1
40,2,0,3,1
44,3,0,4,1
65,3,0,5,1
87,3,0,7,1
56,4,0,4,1
51,3,0,3,1
73,4,0,4,1
54,1,0,5,1
61,3,0,5,1
79,1,0,8,1
136,1,0,7,1
107,3,0,4,1
58,1,0,5,1
65,3,0,5,1
83,1,0,8,1
140,1,0,7,1
111,3,0,4,1
55,1,0,5,1
62,3,0,5,1
80,1,0,8,1
137,1,0,7,1
108,3,0,4,1
57,1,0,5,1
64,3,0,5,1
82,1,0,8,1
139,1,0,7,1
110,3,0,4,1
47,2,0,4,1
64,3,1,6,1
49,1,0,4,1
157,0,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
99,1,0,9,1
71,2,0,8,1
86,4,0,7,1
131,3,0,3,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
131,1,0,6,1
113,4,0,6,1
80,2,1,6,1
62,3,0,4,1
102,3,0,3,1
21,1,0,2,1
57,2,0,4,1
51,3,0,3,1
29,1,0,3,1
35,1,0,3,1
39,1,0,3,1
85,3,0,5,1
51,2,0,4,1
63,4,0,4,1
25,1,0,4,1
24,1,0,4,1
25,1,0,4,1
25,1,0,2,1
45,2,0,4,1
81,3,0,6,1
45,3,0,5,1
44,2,0,3,1
48,3,0,4,1
69,3,0,5,1
91,3,0,7,1
60,4,0,4,1
55,3,0,3,1
77,4,0,4,1
51,2,0,4,1
21,1,0,4,1
21,1,0,2,1
17,1,0,2,1
19,1,0,4,1
57,3,0,4,1
42,2,0,2,1
28,2,0,2,1
17,1,0,4,1
17,1,0,2,1
13,1,0,2,1
15,1,0,4,1
53,3,0,4,1
38,2,0,2,1
24,2,0,2,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
68,3,0,8,1
67,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
69,3,0,8,1
70,3,0,8,1
68,3,0,8,1
69,3,0,8,1
68,3,0,8,1
67,3,0,8,1
66,3,0,8,1
55,1,0,10,1
57,1,0,10,1
57,1,0,8,1
57,1,0,8,1
55,1,0,8,1
55,1,0,8,1
56,1,0,10,1
56,1,0,8,1
56,1,0,8,1
21,1,0,2,1
57,2,0,4,1
51,3,0,3,1
29,1,0,3,1
35,1,0,3,1
39,1,0,3,1
85,3,0,5,1
51,2,0,4,1
63,4,0,4,1
25,1,0,4,1
24,1,0,4,1
25,1,0,4,1
25,1,0,2,1
45,2,0,4,1
81,3,0,6,1
45,3,0,5,1
44,2,0,3,1
48,3,0,4,1
69,3,0,5,1
91,3,0,7,1
60,4,0,4,1
55,3,0,3,1
77,4,0,4,1
51,2,0,4,1
21,1,0,4,1
21,1,0,2,1
17,1,0,2,1
19,1,0,4,1
57,3,0,4,1
42,2,0,2,1
28,2,0,2,1
7404,18,1,290,1
1779,12,1,27,1
2058,16,1,34,1
1782,12,1,27,1
1999,16,1,49,1
1761,12,1,27,1
1752,12,1,27,1
1999,16,1,49,1
1774,12,1,27,1
1893,12,1,27,1
1774,12,1,27,1
1774,12,1,27,1
2058,16,1,34,1
1774,12,1,27,1
1731,12,1,38,1
1782,12,1,27,1
1800,12,1,27,1
1920,12,1,27,1
1782,12,1,27,1
1760,12,1,27,1
1782,12,1,27,1
1774,12,1,27,1
109,2,1,9,1
113,3,0,7,1
68,3,0,3,1
109,4,0,5,1
150,5,0,7,1
183,9,0,5,1
162,9,0,6,1
163,7,0,7,1
162,7,0,7,1
165,7,0,7,1
188,9,0,5,1
174,8,0,8,1
156,8,0,6,1
172,8,0,6,1
177,9,0,7,1
161,8,1,8,1
166,10,0,6,1
164,8,0,7,1
206,6,0,8,1
174,9,1,9,1
161,9,0,6,1
136,7,0,5,1
142,8,0,3,1
121,8,0,4,1
122,6,0,5,1
121,6,0,5,1
124,6,0,5,1
147,8,0,3,1
133,7,0,6,1
115,7,0,4,1
131,7,0,4,1
136,8,0,5,1
120,7,1,6,1
125,9,0,4,1
123,7,0,5,1
165,5,0,6,1
133,8,1,7,1
120,8,0,4,1
118,8,0,4,1
95,6,0,3,1
67,1,0,8,1
67,1,0,8,1
67,1,0,8,1
67,1,0,8,1
66,1,0,8,1
67,1,0,8,1
57,1,0,6,1
19,1,0,2,1
55,2,0,4,1
49,3,0,3,1
27,1,0,3,1
33,1,0,3,1
37,1,0,3,1
83,3,0,5,1
49,2,0,4,1
61,4,0,4,1
23,1,0,4,1
22,1,0,4,1
23,1,0,4,1
23,1,0,2,1
43,2,0,4,1
79,3,0,6,1
43,3,0,5,1
42,2,0,3,1
46,3,0,4,1
67,3,0,5,1
89,3,0,7,1
58,4,0,4,1
53,3,0,3,1
75,4,0,4,1
49,2,0,4,1
19,1,0,4,1
19,1,0,2,1
15,1,0,2,1
17,1,0,4,1
55,3,0,4,1
40,2,0,2,1
26,2,0,2,1
49,1,0,4,1
157,0,0,8,1
85,3,0,8,1
73,1,0,9,1
135,4,0,10,1
129,4,0,10,1
100,1,0,10,1
121,4,0,13,1
126,3,0,9,1
116,4,0,13,1
56,3,0,4,1
118,3,0,5,1
129,2,0,12,1
132,2,0,12,1
117,5,0,6,1
61,2,0,8,1
120,3,0,11,1
121,3,0,11,1
119,3,0,11,1
121,3,0,11,1
123,3,0,3,1
101,4,0,8,1
108,4,0,8,1
113,4,0,8,1
107,4,0,8,1
112,4,0,8,1
106,4,0,8,1
111,4,0,8,1
110,4,0,8,1
115,4,0,8,1
76,3,0,8,1
172,1,0,16,1
164,1,0,16,1
175,1,0,16,1
167,1,0,16,1
171,1,0,16,1
163,1,0,16,1
172,1,0,16,1
164,1,0,16,1
180,1,0,16,1
172,1,0,16,1
172,1,0,16,1
164,1,0,16,1
92,4,0,6,1
170,3,0,11,1
120,1,0,12,1
124,1,0,10,1
113,1,0,11,1
131,3,0,3,1
99,1,0,9,1
71,2,0,8,1
86,4,0,7,1
131,3,0,3,1
44,1,0,6,1
120,3,0,10,1
120,3,0,10,1
124,4,0,10,1
131,1,0,6,1
113,4,0,6,1
80,2,1,6,1
62,3,0,4,1
102,3,0,3,1
50,3,0,3,1
28,1,0,3,1
34,1,0,3,1
38,1,0,3,1
84,3,0,5,1
50,2,0,4,1
62,4,0,4,1
24,1,0,4,1
23,1,0,4,1
24,1,0,4,1
44,2,0,4,1
80,3,0,6,1
44,3,0,5,1
43,2,0,3,1
68,3,0,5,1
59,4,0,4,1
54,3,0,3,1
76,4,0,4,1
50,2,0,4,1
20,1,0,4,1
20,1,0,2,1
16,1,0,2,1
18,1,0,4,1
27,2,0,2,1
46,1,0,4,1
52,1,0,5,1
160,0,0,9,1
88,3,0,9,1
76,1,0,10,1
138,4,0,11,1
132,4,0,11,1
103,1,0,11,1
124,4,0,14,1
129,3,0,10,1
119,4,0,14,1
59,3,0,5,1
121,3,0,6,1
132,2,0,13,1
135,2,0,13,1
120,5,0,7,1
64,2,0,9,1
123,3,0,12,1
124,3,0,12,1
122,3,0,12,1
124,3,0,12,1
126,3,0,4,1
104,4,0,9,1
111,4,0,9,1
116,4,0,9,1
110,4,0,9,1
115,4,0,9,1
109,4,0,9,1
114,4,0,9,1
113,4,0,9,1
118,4,0,9,1
79,3,0,9,1
175,1,0,17,1
167,1,0,17,1
178,1,0,17,1
170,1,0,17,1
174,1,0,17,1
166,1,0,17,1
175,1,0,17,1
167,1,0,17,1
183,1,0,17,1
175,1,0,17,1
175,1,0,17,1
167,1,0,17,1
95,4,0,7,1
173,3,0,12,1
123,1,0,13,1
127,1,0,11,1
116,1,0,12,1
134,3,0,4,1
102,1,0,10,1
74,2,0,9,1
89,4,0,8,1
134,3,0,4,1
47,1,0,7,1
123,3,0,11,1
123,3,0,11,1
127,4,0,11,1
